Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.), Dry Mass (kg.) ,Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number
Starlink-4097 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086Z,53265
Starlink-4098 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083X,53153
Starlink-4099 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083Q,53146
Starlink-4100 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083N,53144
Starlink-4101 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083L,53142
Starlink-4102 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083M,53143
Starlink-4103 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083K,53141
Starlink-4104 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AH,53163
Starlink-4105 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AN,53168
Starlink-4106 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083P,53145
Starlink-4107 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AX,53287
Starlink-4108 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062E,52834
Starlink-4109 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AC,53268
Starlink-4110 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AL,53166
Starlink-4111 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AD,53159
Starlink-4112 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AH,52861
Starlink-4113 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AE,53270
Starlink-4114 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AG,53162
Starlink-4115 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AY,53032
Starlink-4116 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AJ,53164
Starlink-4117 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AP,53169
Starlink-4118,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,539,541,0.000145,53.2,95.4,260,,,19/08/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101M,53538
Starlink-4119 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AS,53026
Starlink-4120,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,539,541,0.000145,53.2,95.4,260,,,19/08/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101L,53537
Starlink-4121 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076S,53002
Starlink-4122 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AG,53272
Starlink-4123,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,539,541,0.000145,53.2,95.4,260,,,19/08/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101N,53539
Starlink-4124 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086D,53245
Starlink-4125 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086C,53244
Starlink-4126 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AP,52867
Starlink-4127 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086S,53258
Starlink-4128 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086H,53249
Starlink-4129 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086K,53251
Starlink-4130 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086X,53263
Starlink-4131 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086E,53246
Starlink-4132 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086L,53252
Starlink-4133 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086M,53253
Starlink-4134 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086N,53254
Starlink-4135 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086G,53248
Starlink-4136 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086U,53260
Starlink-4137 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AX,53031
Starlink-4138,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,539,541,0.000145,53.2,95.4,260,,,19/08/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101J,53535
Starlink-4139 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062BB,52879
Starlink-4140 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086T,53259
Starlink-4141 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083G,53138
Starlink-4142 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086P,53255
Starlink-4143 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AV,53029
Starlink-4144 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086R,53257
Starlink-4145 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083F,53137
Starlink-4146 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086BE,53294
Starlink-4147 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086Q,53256
Starlink-4148 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086BD,53293
Starlink-4149 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086BA,53290
Starlink-4150 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083C,53134
Starlink-4151 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076BA,53034
Starlink-4152 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083E,53136
Starlink-4153 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076BD,53037
Starlink-4154 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083B,53133
Starlink-4155 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076BC,53036
Starlink-4156 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076BE,53038
Starlink-4157 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076BB,53035
Starlink-4158 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AT,53027
Starlink-4159 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086BC,53292
Starlink-4160 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AW,53030
Starlink-4162 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AY,53288
Starlink-4163 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AP,53279
Starlink-4164 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AS,53282
Starlink-4165 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AW,53286
Starlink-4166 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086BB,53291
Starlink-4167 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AZ,53033
Starlink-4168 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062R,52845
Starlink-4169 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AQ,53280
Starlink-4170 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083J,53140
Starlink-4171 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062BA,52878
Starlink-4172 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AU,53284
Starlink-4173 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AV,53285
Starlink-4174 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AL,53276
Starlink-4175  ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AT,53283
Starlink-4176 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AZ,53289
Starlink-4177 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AD,53013
Starlink-4178  ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AM,53277
Starlink-4179 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AK,53275
Starlink-4180 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AN,53278
Starlink-4181  ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062BE,52882
Starlink-4182 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,24/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-086AR,53281
Starlink-4183 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AE,53014
Starlink-4184 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062Y,52852
Starlink-4185 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083H,53139
Starlink-4186 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062BC,52880
Starlink-4187 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062W,52850
Starlink-4188 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062P,52843
Starlink-4189 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062Z,52853
Starlink-4190 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076R,53001
Starlink-4191 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AG,52860
Starlink-4192 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062BD,52881
Starlink-4193 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AX,52875
Starlink-4194 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076Q,53000
Starlink-4195 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AS,52870
Starlink-4196 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AF,52859
Starlink-4197 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062V,52849
Starlink-4198 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AE,52858
Starlink-4199 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AD,52857
Starlink-4200 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AY,52876
Starlink-4201 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AC,52856
Starlink-4202 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062U,52848
Starlink-4203 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AM,53021
Starlink-4204 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AA,52854
Starlink-4205 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-083AU,53174
Starlink-4206 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062T,52847
Starlink-4207 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AT,52871
Starlink-4208 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062Q,52844
Starlink-4209 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AB,52855
Starlink-4210 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AW,52874
Starlink-4211 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AV,52873
Starlink-4212 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062S,52846
Starlink-4213 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AU,52872
Starlink-4214 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,17/06/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-062AZ,52877
Starlink-4215 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076X,53007
Starlink-4216  ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AN,53022
Starlink-4217 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076P,52999
Starlink-4218 ,USA,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,0,538,541,0.000217,53.2,95.4,260,,,07/07/2022,4,SpaceX,USA,Cape Canaveral,Falcon 9,2022-076AR,53025
